Plant_ID,Date,TDS Value (ppm),pH Level
23,8/8/23,529,6.4
23,8/9/23,514,6.5
23,8/10/23,475,6.2
23,8/11/23,497,6.5
23,8/12/23,761,6.7
23,8/13/23,631,6.4
23,8/14/23,547,6.8
23,8/15/23,607,6.3
23,8/16/23,722,6.5
23,8/17/23,546,6.7
23,8/18/23,612,6.5
23,8/19/23,697,6.7
23,8/20/23,566,6.1
23,8/21/23,791,6.4
23,8/22/23,577,6.3
23,8/23/23,798,6.2
23,8/24/23,737,6.8
23,8/25/23,778,6
23,8/26/23,602,6.3
23,8/27/23,720,6.5
23,8/28/23,685,6.1
23,8/29/23,550,6.1
23,8/30/23,755,6.8
23,8/31/23,630,6.3
23,9/1/23,575,6.3
23,9/2/23,449,6.2
23,9/3/23,538,6.3
23,9/4/23,465,6.5
23,9/5/23,560,6.7
23,9/6/23,749,6.3
23,9/7/23,518,6.6
23,9/8/23,640,6.6
23,9/9/23,572,6.7
23,9/10/23,528,6.5
23,9/11/23,530,6.3
23,9/12/23,515,6
23,9/13/23,665,6.4
23,9/14/23,602,6.7
23,9/15/23,776,6.6
23,9/16/23,776,6.6
23,9/17/23,632,6.4
24,8/3/23,534,6.3
24,8/4/23,647,6.1
24,8/5/23,704,6.5
24,8/6/23,606,6.8
24,8/7/23,608,6.3
24,8/8/23,782,6.5
24,8/9/23,683,6.2
24,8/10/23,441,6.6
24,8/11/23,766,6
24,8/12/23,661,6
24,8/13/23,582,6.1
24,8/14/23,676,6.1
24,8/15/23,576,6.3
24,8/16/23,566,6
24,8/17/23,719,6.6
24,8/18/23,412,6.5
24,8/19/23,683,6.2
24,8/20/23,749,6.6
24,8/21/23,747,6.7
24,8/22/23,716,6.1
24,8/23/23,658,6.1
24,8/24/23,401,6.4
24,8/25/23,547,6.3
24,8/26/23,691,6.5
24,8/27/23,513,6.3
24,8/28/23,718,6.2
24,8/29/23,748,6.6
24,8/30/23,430,6
24,8/31/23,634,6.6
24,9/1/23,532,6.5
24,9/2/23,664,6.6
24,9/3/23,465,6.6
24,9/4/23,491,6.1
24,9/5/23,428,6.5
24,9/6/23,591,6
24,9/7/23,604,6
24,9/8/23,485,6.4
24,9/9/23,756,6.1
24,9/10/23,624,6.4
24,9/11/23,402,6.7
24,9/12/23,490,6
24,9/13/23,697,6.1
24,9/14/23,546,6
24,9/15/23,503,6.5
24,9/16/23,490,6.1
25,8/3/23,598,6.7
25,8/4/23,428,6
25,8/5/23,558,6.5
25,8/6/23,640,6.3
25,8/7/23,781,6.2
25,8/8/23,603,6.4
25,8/9/23,567,6.2
25,8/10/23,525,6.8
25,8/11/23,533,6
25,8/12/23,453,6.4
25,8/13/23,503,6.7
25,8/14/23,744,6.2
25,8/15/23,424,6.4
25,8/16/23,797,6.2
25,8/17/23,668,6.7
25,8/18/23,411,6.3
25,8/19/23,467,6
25,8/20/23,637,6.3
25,8/21/23,719,6.4
25,8/22/23,703,6.4
25,8/23/23,738,6.6
25,8/24/23,761,6.8
25,8/25/23,760,6.6
25,8/26/23,467,6.5
25,8/27/23,448,6.1
25,8/28/23,470,6.2
25,8/29/23,474,6
25,8/30/23,679,6.5
25,8/31/23,703,6.7
25,9/1/23,565,6.6
25,9/2/23,416,6.5
25,9/3/23,414,6.5
25,9/4/23,551,6.3
25,9/5/23,648,6.2
25,9/6/23,416,6.2
25,9/7/23,657,6.6
25,9/8/23,649,6.2
25,9/9/23,420,6.1
25,9/10/23,608,6.3
25,9/11/23,680,6.6
25,9/12/23,682,6.7
25,9/13/23,514,6
25,9/14/23,446,6.3
25,9/15/23,796,6.4
25,9/16/23,429,6.5
26,8/3/23,458,6.3
26,8/4/23,509,6.6
26,8/5/23,774,6.7
26,8/6/23,423,6.4
26,8/7/23,410,6
26,8/8/23,669,6.1
26,8/9/23,513,6.5
26,8/10/23,495,6.8
26,8/11/23,709,6.1
26,8/12/23,628,6.5
26,8/13/23,515,6.6
26,8/14/23,482,6.1
26,8/15/23,607,6.8
26,8/16/23,523,6.8
26,8/17/23,773,6.2
26,8/18/23,735,6.2
26,8/19/23,740,6.2
26,8/20/23,592,6.4
26,8/21/23,513,6.6
26,8/22/23,473,6.3
26,8/23/23,409,6.6
26,8/24/23,548,6.2
26,8/25/23,416,6.4
26,8/26/23,688,6.5
26,8/27/23,610,6.4
26,8/28/23,402,6.5
26,8/29/23,413,6.2
26,8/30/23,578,6.5
26,8/31/23,614,6.2
26,9/1/23,731,6.4
26,9/2/23,663,6.7
26,9/3/23,441,6.4
26,9/4/23,662,6.4
26,9/5/23,459,6.2
26,9/6/23,577,6
26,9/7/23,632,6.4
26,9/8/23,464,6.8
26,9/9/23,621,6.3
26,9/10/23,496,6.4
26,9/11/23,503,6.3
26,9/12/23,545,6.3
26,9/13/23,746,6.4
26,9/14/23,734,6.4
26,9/15/23,791,6.1
26,9/16/23,568,6.1
27,8/3/23,411,6.7
27,8/4/23,758,6.3
27,8/5/23,676,6.5
27,8/6/23,699,6.6
27,8/7/23,480,6.1
27,8/8/23,461,6.7
27,8/9/23,722,6.1
27,8/10/23,723,6.6
27,8/11/23,538,6.3
27,8/12/23,577,6.5
27,8/13/23,493,6.6
27,8/14/23,653,6.6
27,8/15/23,466,6.6
27,8/16/23,785,6.5
27,8/17/23,676,6.6
27,8/18/23,716,6.4
27,8/19/23,576,6.2
27,8/20/23,520,6.6
27,8/21/23,582,6.7
27,8/22/23,703,6.3
27,8/23/23,736,6.5
27,8/24/23,799,6.4
27,8/25/23,646,6.7
27,8/26/23,494,6
27,8/27/23,651,6.6
27,8/28/23,460,6.7
27,8/29/23,800,6.5
27,8/30/23,726,6.2
27,8/31/23,453,6.6
27,9/1/23,660,6.4
27,9/2/23,793,6.5
27,9/3/23,749,6.6
27,9/4/23,400,6.5
27,9/5/23,772,6.7
27,9/6/23,799,6.1
27,9/7/23,420,6.7
27,9/8/23,421,6.6
27,9/9/23,500,6.5
27,9/10/23,502,6.6
27,9/11/23,681,6.6
27,9/12/23,539,6.5
27,9/13/23,645,6.5
27,9/14/23,658,6.5
27,9/15/23,470,6.2
27,9/16/23,454,6.8
28,8/3/23,557,6.8
28,8/4/23,523,6.3
28,8/5/23,768,6.2
28,8/6/23,607,6.5
28,8/7/23,598,6.1
28,8/8/23,786,6.3
28,8/9/23,554,6.3
28,8/10/23,498,6.2
28,8/11/23,511,6.4
28,8/12/23,455,6.2
28,8/13/23,669,6.2
28,8/14/23,601,6.5
28,8/15/23,421,6.6
28,8/16/23,406,6.4
28,8/17/23,571,6.7
28,8/18/23,554,6.8
28,8/19/23,529,6.7
28,8/20/23,403,6.6
28,8/21/23,643,6.6
28,8/22/23,639,6.3
28,8/23/23,788,6.6
28,8/24/23,425,6.7
28,8/25/23,459,6.5
28,8/26/23,624,6.3
28,8/27/23,411,6.3
28,8/28/23,626,6
28,8/29/23,728,6.6
28,8/30/23,400,6.1
28,8/31/23,555,6.6
28,9/1/23,710,6.1
28,9/2/23,641,6.5
28,9/3/23,480,6.7
28,9/4/23,689,6.5
28,9/5/23,789,6.1
28,9/6/23,601,6.1
28,9/7/23,718,6.4
28,9/8/23,434,6.2
28,9/9/23,472,6.1
28,9/10/23,534,6.3
28,9/11/23,531,6.1
28,9/12/23,774,6.8
28,9/13/23,619,6.2
28,9/14/23,772,6.6
28,9/15/23,565,6.4
28,9/16/23,418,6.5
29,8/3/23,678,6.3
29,8/4/23,566,6.3
29,8/5/23,526,6.2
29,8/6/23,707,6.6
29,8/7/23,547,6.6
29,8/8/23,703,6.2
29,8/9/23,704,6.5
29,8/10/23,597,6.4
29,8/11/23,787,6.8
29,8/12/23,542,6.6
29,8/13/23,464,6.7
29,8/14/23,789,6.8
29,8/15/23,688,6.2
29,8/16/23,706,6.2
29,8/17/23,402,6.5
29,8/18/23,547,6.2
29,8/19/23,694,6.7
29,8/20/23,478,6.5
29,8/21/23,562,6.7
29,8/22/23,548,6.3
29,8/23/23,479,6.3
29,8/24/23,405,6.2
29,8/25/23,757,6.5
29,8/26/23,472,6.2
29,8/27/23,414,6.3
29,8/28/23,795,6.3
29,8/29/23,641,6.3
